transaction_id,product_id,return_date,reason
T20260130068,P0132,2025-04-05,Damaged
T20260017288,P0190,2025-09-22,Customer Changed Mind
T20250126791,P0399,2026-01-04,Damaged
T20250005518,P0244,2026-06-25,Wrong Item
T20260111980,P0350,2025-12-26,Wrong Item
T20260073203,P0254,2026-10-09,Damaged
T20250067267,P0165,2026-01-23,Customer Changed Mind
T20260121454,P0271,2026-08-12,Customer Changed Mind
T20260130727,P0253,2025-11-15,Customer Changed Mind
T20250094774,P0034,2026-04-20,Damaged
T20260104765,P0363,2026-12-31,Damaged
T20250089845,P0287,2026-10-19,Wrong Item
T20260121565,P0158,2026-04-19,Damaged
T20250118434,P0010,2026-07-01,Damaged
T20250074334,P0078,2025-10-15,Damaged
T20260083460,P0443,2025-12-11,Customer Changed Mind
T20260112451,P0278,2025-02-07,Damaged
T20260073645,P0390,2026-07-12,Damaged
T20250018504,P0119,2025-06-04,Wrong Item
T20250085729,P0248,2026-07-13,Damaged
T20250021675,P0367,2026-08-07,Damaged
T20260113883,P0060,2025-10-17,Damaged
T20260031741,P0067,2025-05-31,Wrong Item
T20250018838,P0200,2026-12-19,Customer Changed Mind
T20260051379,P0142,2025-10-04,Customer Changed Mind
T20260119139,P0434,2025-06-13,Wrong Item
T20250052213,P0239,2025-12-23,Wrong Item
T20250032810,P0037,2026-09-07,Customer Changed Mind
T20260135922,P0117,2026-08-27,Customer Changed Mind
T20260090640,P0096,2025-11-09,Wrong Item
T20260025594,P0253,2025-01-10,Wrong Item
T20250037610,P0284,2025-09-02,Damaged
T20260026655,P0015,2025-02-09,Damaged
T20250079271,P0389,2026-09-17,Damaged
T20250073801,P0184,2026-07-18,Damaged
T20260137958,P0247,2025-03-03,Wrong Item
T20260055631,P0135,2026-08-28,Customer Changed Mind
T20250127189,P0171,2025-07-04,Damaged
T20260122534,P0303,2026-09-05,Damaged
T20260051594,P0153,2026-01-21,Damaged
T20260001691,P0313,2025-09-29,Customer Changed Mind
T20260095510,P0036,2026-12-02,Wrong Item
T20250055843,P0431,2026-04-21,Wrong Item
T20260018481,P0053,2025-09-12,Customer Changed Mind
T20260104438,P0312,2025-12-16,Customer Changed Mind
T20260057388,P0110,2026-12-09,Customer Changed Mind
T20250003294,P0299,2026-10-11,Customer Changed Mind
T20260129129,P0362,2025-02-14,Wrong Item
T20250146435,P0011,2025-10-05,Damaged
T20250129080,P0356,2026-02-03,Wrong Item
T20250027900,P0046,2026-01-24,Wrong Item
T20250000371,P0335,2025-07-25,Customer Changed Mind
T20250137598,P0292,2025-05-10,Damaged
T20250082438,P0275,2026-08-18,Damaged
T20250110330,P0428,2025-12-25,Wrong Item
T20260031546,P0035,2025-09-29,Damaged
T20250073864,P0008,2025-06-05,Wrong Item
T20250089331,P0076,2026-07-10,Customer Changed Mind
T20260078713,P0474,2026-10-29,Damaged
T20260147896,P0249,2025-04-27,Wrong Item
T20250089586,P0261,2026-03-25,Damaged
T20250092960,P0033,2026-07-16,Customer Changed Mind
T20260064250,P0344,2026-01-29,Wrong Item
T20260085276,P0431,2025-03-19,Damaged
T20260146074,P0291,2025-03-22,Wrong Item
T20260131639,P0140,2025-03-13,Wrong Item
T20250136094,P0365,2025-03-07,Damaged
T20260038041,P0314,2026-01-05,Customer Changed Mind
T20260128844,P0160,2026-09-21,Customer Changed Mind
T20260073615,P0349,2026-03-28,Customer Changed Mind
T20260113716,P0188,2025-09-23,Wrong Item
T20260029856,P0178,2026-05-05,Damaged
T20260109727,P0063,2025-10-15,Damaged
T20260121231,P0373,2026-05-27,Customer Changed Mind
T20250121368,P0005,2026-08-11,Damaged
T20260079971,P0094,2026-12-06,Customer Changed Mind
T20260056368,P0195,2026-11-19,Damaged
T20250061485,P0009,2026-06-25,Customer Changed Mind
T20260136945,P0291,2026-09-10,Customer Changed Mind
T20250002548,P0401,2025-06-07,Damaged
T20260135799,P0462,2026-01-27,Customer Changed Mind
T20260041414,P0359,2026-09-20,Wrong Item
T20250012808,P0056,2025-10-15,Customer Changed Mind
T20260031135,P0339,2025-05-25,Wrong Item
T20250071029,P0029,2025-05-04,Wrong Item
T20260057385,P0457,2025-07-18,Customer Changed Mind
T20250149838,P0332,2026-11-27,Wrong Item
T20260071186,P0413,2025-06-16,Damaged
T20260125120,P0022,2025-07-13,Damaged
T20250013563,P0275,2026-11-27,Damaged
T20250067550,P0208,2025-12-23,Customer Changed Mind
T20250117287,P0421,2025-02-12,Damaged
T20260107169,P0057,2026-07-10,Wrong Item
T20250057816,P0329,2025-02-07,Damaged
T20260096786,P0176,2026-07-12,Damaged
T20250031723,P0125,2025-10-04,Wrong Item
T20260092822,P0078,2025-04-12,Wrong Item
T20250016926,P0045,2026-04-28,Damaged
T20250131099,P0178,2025-01-20,Customer Changed Mind
T20260046816,P0364,2025-07-25,Damaged
T20250119063,P0089,2026-11-14,Wrong Item
T20260017837,P0126,2025-12-08,Customer Changed Mind
T20250141975,P0407,2026-07-03,Wrong Item
T20250050671,P0328,2025-05-01,Customer Changed Mind
T20260022138,P0494,2025-10-05,Customer Changed Mind
T20260062771,P0082,2025-06-06,Customer Changed Mind
T20250075321,P0238,2026-11-22,Customer Changed Mind
T20250078432,P0125,2026-01-25,Damaged
T20250130683,P0093,2025-06-30,Wrong Item
T20260031042,P0227,2025-10-23,Customer Changed Mind
T20260019202,P0468,2026-01-03,Customer Changed Mind
T20260126107,P0166,2025-08-05,Wrong Item
T20250079631,P0033,2026-03-05,Wrong Item
T20250004868,P0384,2026-07-12,Wrong Item
T20250115919,P0022,2026-03-15,Wrong Item
T20250088894,P0211,2026-01-08,Damaged
T20260075113,P0284,2025-03-20,Customer Changed Mind
T20250038475,P0312,2025-01-28,Wrong Item
T20250124916,P0282,2026-08-31,Customer Changed Mind
T20250103446,P0219,2026-09-16,Wrong Item
T20250137797,P0058,2026-03-29,Customer Changed Mind
T20250069789,P0487,2026-08-14,Wrong Item
T20260129912,P0221,2026-07-06,Wrong Item
T20250076186,P0346,2025-02-16,Wrong Item
T20260042427,P0373,2026-08-27,Customer Changed Mind
T20260002268,P0361,2026-12-20,Damaged
T20260100884,P0054,2026-12-11,Customer Changed Mind
T20260071832,P0013,2026-01-04,Customer Changed Mind
T20250046597,P0324,2026-04-30,Wrong Item
T20260016717,P0277,2025-11-28,Damaged
T20260018191,P0331,2026-09-01,Wrong Item
T20260149319,P0389,2025-02-19,Damaged
T20260011587,P0292,2026-12-31,Wrong Item
T20260028097,P0103,2025-10-28,Damaged
T20250046516,P0219,2026-12-04,Customer Changed Mind
T20260004420,P0205,2026-06-11,Wrong Item
T20260049122,P0327,2026-03-31,Damaged
T20260090245,P0203,2025-08-09,Damaged
T20250020128,P0304,2025-01-30,Customer Changed Mind
T20250060876,P0313,2026-05-10,Customer Changed Mind
T20260013961,P0500,2026-08-28,Wrong Item
T20260014026,P0175,2026-07-11,Damaged
T20260060871,P0287,2025-08-03,Wrong Item
T20250145967,P0378,2025-01-06,Wrong Item
T20260116292,P0077,2026-12-07,Damaged
T20260077670,P0036,2026-08-01,Customer Changed Mind
T20260065635,P0271,2026-06-06,Damaged
T20250048253,P0105,2025-03-31,Customer Changed Mind
T20260021601,P0205,2026-07-06,Damaged
T20260142300,P0497,2026-01-02,Damaged
T20250113562,P0378,2026-10-06,Wrong Item
T20260137874,P0478,2026-11-25,Wrong Item
T20260136799,P0071,2026-01-26,Wrong Item
T20250080698,P0348,2025-10-14,Customer Changed Mind
T20250085665,P0413,2026-07-04,Wrong Item
T20260131065,P0165,2026-04-22,Customer Changed Mind
T20250043469,P0028,2026-08-20,Damaged
T20260117874,P0317,2026-03-27,Wrong Item
T20260115300,P0439,2025-04-01,Wrong Item
T20260036946,P0472,2026-08-29,Customer Changed Mind
T20250139378,P0142,2026-08-29,Customer Changed Mind
T20250027561,P0190,2025-08-22,Customer Changed Mind
T20260060606,P0068,2025-07-02,Customer Changed Mind
T20260024383,P0293,2026-01-09,Customer Changed Mind
T20260095088,P0464,2025-02-13,Wrong Item
T20260144460,P0410,2026-08-29,Customer Changed Mind
T20260013023,P0226,2025-05-04,Damaged
T20260031307,P0023,2026-08-20,Damaged
T20260128902,P0329,2025-01-23,Customer Changed Mind
T20250102842,P0235,2025-08-30,Wrong Item
T20260035810,P0057,2025-01-13,Customer Changed Mind
T20250009639,P0354,2026-07-25,Customer Changed Mind
T20260041503,P0341,2025-07-05,Customer Changed Mind
T20250112672,P0070,2026-05-22,Customer Changed Mind
T20250146255,P0365,2026-09-30,Customer Changed Mind
T20260143430,P0137,2026-01-05,Customer Changed Mind
T20260120407,P0424,2025-11-30,Customer Changed Mind
T20260139390,P0459,2026-05-01,Customer Changed Mind
T20250020785,P0450,2025-07-25,Customer Changed Mind
T20260043279,P0321,2026-10-15,Wrong Item
T20260026255,P0083,2025-01-15,Wrong Item
T20260093565,P0074,2026-09-10,Customer Changed Mind
T20260092697,P0096,2026-02-23,Wrong Item
T20250082610,P0212,2025-06-04,Wrong Item
T20260117358,P0444,2025-05-21,Damaged
T20260106562,P0113,2026-02-01,Damaged
T20250146092,P0036,2025-10-06,Damaged
T20250043171,P0106,2025-03-17,Damaged
T20260049348,P0437,2026-12-16,Damaged
T20250074327,P0436,2025-05-04,Customer Changed Mind
T20250126939,P0008,2026-08-06,Damaged
T20260022543,P0404,2026-12-15,Customer Changed Mind
T20250035272,P0440,2025-02-07,Customer Changed Mind
T20260041449,P0465,2026-02-01,Customer Changed Mind
T20260098051,P0435,2025-12-20,Wrong Item
T20260110442,P0328,2025-11-24,Damaged
T20250014807,P0421,2025-09-20,Customer Changed Mind
T20250027621,P0380,2026-12-20,Wrong Item
T20250003673,P0040,2026-03-12,Customer Changed Mind
T20250012152,P0099,2026-02-10,Damaged
T20260137530,P0249,2025-02-19,Customer Changed Mind
T20260038009,P0463,2025-01-31,Wrong Item
T20260089509,P0368,2026-03-17,Damaged
T20250097328,P0096,2025-08-09,Wrong Item
T20250045961,P0467,2025-02-24,Customer Changed Mind
T20250097795,P0395,2025-09-03,Wrong Item
T20250146079,P0219,2026-10-29,Customer Changed Mind
T20260049130,P0193,2026-06-16,Customer Changed Mind
T20250010902,P0323,2026-09-22,Wrong Item
T20260092406,P0262,2025-06-21,Customer Changed Mind
T20260004502,P0345,2026-11-18,Wrong Item
T20250144224,P0366,2026-09-11,Damaged
T20260058205,P0125,2026-08-16,Wrong Item
T20260112613,P0476,2025-09-07,Customer Changed Mind
T20250093817,P0108,2026-04-24,Wrong Item
T20260024274,P0123,2026-05-08,Damaged
T20260035437,P0028,2025-07-09,Damaged
T20250035290,P0082,2026-11-03,Wrong Item
T20250079034,P0412,2025-04-03,Customer Changed Mind
T20260047626,P0459,2025-06-15,Wrong Item
T20260019145,P0029,2025-02-10,Damaged
T20250042712,P0346,2025-07-17,Customer Changed Mind
T20260020263,P0170,2026-06-26,Customer Changed Mind
T20260051494,P0163,2025-05-05,Customer Changed Mind
T20250042419,P0158,2026-10-30,Wrong Item
T20260022571,P0174,2026-07-22,Customer Changed Mind
T20260138966,P0261,2026-05-09,Damaged
T20250142677,P0255,2025-10-31,Wrong Item
T20250020390,P0200,2025-07-14,Customer Changed Mind
T20260144347,P0275,2025-08-11,Customer Changed Mind
T20250045799,P0328,2026-07-04,Customer Changed Mind
T20250012014,P0409,2026-02-08,Customer Changed Mind
T20260069491,P0172,2025-07-31,Customer Changed Mind
T20250102726,P0009,2025-09-29,Customer Changed Mind
T20260029834,P0455,2025-09-30,Damaged
T20260069198,P0194,2026-11-25,Customer Changed Mind
T20250002511,P0196,2026-05-13,Customer Changed Mind
T20250127001,P0283,2025-06-28,Wrong Item
T20260133212,P0137,2025-11-01,Wrong Item
T20250028931,P0093,2025-01-13,Wrong Item
T20250051320,P0027,2025-07-01,Customer Changed Mind
T20260040812,P0255,2025-03-11,Damaged
T20250034853,P0420,2025-08-16,Wrong Item
T20260135251,P0309,2025-05-17,Wrong Item
T20250108003,P0374,2026-04-20,Wrong Item
T20260000041,P0447,2025-06-27,Customer Changed Mind
T20250071463,P0201,2026-01-09,Damaged
T20250083967,P0217,2025-10-19,Damaged
T20260036541,P0428,2026-08-08,Damaged
T20250058003,P0094,2025-02-05,Damaged
T20260099756,P0446,2025-06-24,Damaged
T20250138680,P0213,2026-03-30,Damaged
T20250037807,P0266,2026-02-25,Damaged
T20250087949,P0414,2026-11-03,Customer Changed Mind
T20250113652,P0137,2025-05-27,Customer Changed Mind
T20250099863,P0237,2026-09-15,Damaged
T20260052952,P0353,2025-04-25,Customer Changed Mind
T20250070235,P0372,2025-12-22,Damaged
T20260030933,P0052,2026-11-06,Damaged
T20260031998,P0227,2025-12-24,Customer Changed Mind
T20250117133,P0261,2026-01-24,Customer Changed Mind
T20250121749,P0337,2026-07-09,Customer Changed Mind
T20260037532,P0029,2025-04-27,Damaged
T20250036525,P0069,2026-01-17,Damaged
T20250000705,P0084,2026-10-05,Wrong Item
T20260113416,P0083,2026-08-18,Customer Changed Mind
T20260113623,P0075,2026-03-28,Customer Changed Mind
T20250046601,P0207,2025-01-29,Wrong Item
T20260025597,P0332,2026-12-21,Damaged
T20250055568,P0454,2025-08-31,Wrong Item
T20260148612,P0413,2026-06-15,Wrong Item
T20250012843,P0284,2025-06-23,Customer Changed Mind
T20260021769,P0111,2026-03-11,Customer Changed Mind
T20260086888,P0157,2025-01-29,Customer Changed Mind
T20250138225,P0411,2025-07-31,Customer Changed Mind
T20260023771,P0032,2026-02-26,Wrong Item
T20250125749,P0395,2026-09-05,Wrong Item
T20250099646,P0123,2026-01-06,Customer Changed Mind
T20260049110,P0288,2026-10-12,Damaged
T20260061244,P0297,2025-08-03,Wrong Item
T20260137344,P0477,2026-07-26,Damaged
T20250068454,P0484,2025-03-16,Damaged
T20260056128,P0107,2026-10-19,Damaged
T20250021133,P0105,2025-04-22,Wrong Item
T20250041557,P0157,2026-02-06,Wrong Item
T20260076807,P0496,2026-06-23,Damaged
T20260020617,P0281,2026-03-31,Customer Changed Mind
T20260001515,P0144,2025-09-05,Customer Changed Mind
T20250141426,P0253,2026-07-26,Damaged
T20250120705,P0144,2026-10-22,Wrong Item
T20260015473,P0398,2025-09-02,Wrong Item
T20260023181,P0260,2026-05-23,Damaged
T20260058613,P0054,2026-09-11,Damaged
T20250147056,P0224,2026-08-21,Customer Changed Mind
T20260000975,P0308,2026-11-17,Customer Changed Mind
T20250118960,P0225,2026-09-15,Wrong Item
T20260076169,P0299,2026-06-19,Wrong Item
T20260025360,P0061,2026-02-12,Wrong Item
T20260120104,P0469,2026-08-09,Customer Changed Mind
T20260020498,P0162,2025-01-12,Damaged
T20260049082,P0304,2026-04-11,Damaged
T20250088923,P0386,2026-08-30,Wrong Item
T20260074985,P0072,2026-02-27,Damaged
T20250050480,P0065,2025-06-06,Damaged
T20250112229,P0316,2025-06-03,Wrong Item
T20260072366,P0274,2025-11-08,Customer Changed Mind
T20260046365,P0008,2025-05-29,Wrong Item
T20260123014,P0152,2026-05-15,Customer Changed Mind
T20260055789,P0500,2025-01-23,Customer Changed Mind
T20260099190,P0114,2025-02-03,Customer Changed Mind
T20260122486,P0441,2025-05-15,Customer Changed Mind
T20260144879,P0423,2025-12-08,Damaged
T20250009809,P0111,2025-11-20,Customer Changed Mind
T20250076030,P0036,2025-04-24,Damaged
T20250016901,P0273,2026-12-27,Customer Changed Mind
T20250012995,P0373,2026-11-29,Damaged
T20250094069,P0479,2026-10-13,Damaged
T20250109303,P0025,2025-10-23,Damaged
T20260017557,P0366,2025-03-05,Wrong Item
T20250018408,P0154,2026-08-24,Customer Changed Mind
T20260056649,P0460,2025-12-11,Damaged
T20260004085,P0174,2026-07-17,Damaged
T20250043613,P0253,2025-09-25,Wrong Item
T20250005600,P0284,2025-03-03,Customer Changed Mind
T20250144788,P0310,2026-01-19,Damaged
T20260120793,P0067,2026-12-30,Damaged
T20250076210,P0062,2026-03-15,Wrong Item
T20260025736,P0500,2026-01-06,Wrong Item
T20260145987,P0205,2026-09-06,Damaged
T20250079402,P0379,2025-08-13,Customer Changed Mind
T20250098933,P0091,2025-05-20,Damaged
T20250033484,P0286,2026-12-27,Damaged
T20250027719,P0370,2026-11-26,Wrong Item
T20250045982,P0122,2025-01-17,Damaged
T20260007005,P0406,2026-06-15,Wrong Item
T20260127977,P0129,2025-08-19,Customer Changed Mind
T20260065269,P0108,2025-08-02,Damaged
T20260129485,P0419,2025-12-13,Wrong Item
T20250051560,P0188,2025-09-27,Damaged
T20260095880,P0047,2026-11-12,Wrong Item
T20260080416,P0090,2025-12-04,Customer Changed Mind
T20250131085,P0173,2026-12-07,Customer Changed Mind
T20250107701,P0478,2025-05-18,Customer Changed Mind
T20250027038,P0107,2026-10-13,Wrong Item
T20250144910,P0267,2025-03-27,Customer Changed Mind
T20260142118,P0061,2025-02-09,Customer Changed Mind
T20250138707,P0191,2025-02-08,Damaged
T20250078538,P0451,2026-05-12,Customer Changed Mind
T20250126523,P0014,2026-04-04,Customer Changed Mind
T20260051033,P0210,2026-08-10,Wrong Item
T20260028800,P0059,2025-02-10,Damaged
T20250122245,P0033,2026-08-25,Customer Changed Mind
T20250080948,P0209,2026-06-11,Customer Changed Mind
T20250089164,P0457,2026-06-08,Wrong Item
T20250144080,P0267,2026-01-30,Damaged
T20250113761,P0335,2025-06-23,Customer Changed Mind
T20260023641,P0318,2025-12-01,Damaged
T20260071797,P0264,2026-10-26,Damaged
T20260037172,P0094,2025-06-12,Damaged
T20250048902,P0306,2026-05-25,Customer Changed Mind
T20250060858,P0122,2025-02-03,Damaged
T20260060711,P0448,2025-08-13,Wrong Item
T20260121149,P0226,2025-12-11,Wrong Item
T20250065033,P0242,2026-11-13,Wrong Item
T20250023863,P0004,2026-08-07,Damaged
T20260021447,P0315,2026-01-08,Damaged
T20260000174,P0303,2025-04-15,Customer Changed Mind
T20260025665,P0460,2025-10-24,Customer Changed Mind
T20260146810,P0417,2025-07-03,Wrong Item
T20260026564,P0267,2025-03-08,Damaged
T20250103787,P0302,2025-08-27,Customer Changed Mind
T20260141684,P0012,2026-04-27,Damaged
T20260098871,P0314,2026-01-30,Wrong Item
T20260069007,P0025,2026-05-21,Wrong Item
T20260110240,P0343,2026-11-16,Customer Changed Mind
T20250130858,P0124,2026-09-28,Wrong Item
T20260136292,P0388,2026-05-08,Wrong Item
T20260097351,P0178,2025-02-22,Customer Changed Mind
T20250083643,P0081,2025-12-24,Customer Changed Mind
T20260074950,P0367,2026-08-30,Wrong Item
T20250076024,P0316,2026-02-09,Customer Changed Mind
T20260002563,P0449,2026-04-26,Wrong Item
T20260070653,P0194,2026-09-25,Wrong Item
T20250112102,P0335,2025-07-04,Wrong Item
T20250131516,P0173,2026-08-24,Customer Changed Mind
T20250002733,P0040,2025-05-22,Customer Changed Mind
T20260055685,P0445,2026-09-14,Wrong Item
T20260021381,P0317,2026-02-05,Wrong Item
T20260120816,P0421,2026-05-30,Damaged
T20250117149,P0250,2026-04-18,Wrong Item
T20260031961,P0109,2025-07-08,Customer Changed Mind
T20260099179,P0412,2025-05-29,Customer Changed Mind
T20250087329,P0142,2025-04-15,Wrong Item
T20250127387,P0460,2025-05-12,Damaged
T20260042821,P0154,2025-07-27,Customer Changed Mind
T20260049644,P0369,2025-05-21,Customer Changed Mind
T20250058523,P0394,2025-06-23,Customer Changed Mind
T20260130864,P0077,2026-09-14,Damaged
T20260095974,P0122,2026-07-09,Wrong Item
T20260106821,P0007,2026-09-16,Damaged
T20260113284,P0228,2025-11-07,Damaged
T20250124010,P0314,2025-07-15,Damaged
T20260133982,P0101,2026-09-19,Damaged
T20260027402,P0476,2026-11-19,Wrong Item
T20250066095,P0368,2025-11-21,Damaged
T20260026467,P0285,2026-11-14,Damaged
T20250050661,P0032,2025-04-17,Damaged
T20260044866,P0254,2025-03-13,Wrong Item
T20260041534,P0211,2026-10-30,Customer Changed Mind
T20250031120,P0169,2026-03-15,Customer Changed Mind
T20250070912,P0268,2025-03-01,Damaged
T20260078838,P0002,2025-03-06,Customer Changed Mind
T20250062050,P0129,2025-01-19,Wrong Item
T20250136126,P0140,2026-12-07,Wrong Item
T20260028305,P0067,2025-09-30,Damaged
T20260060045,P0464,2025-03-22,Damaged
T20250082778,P0123,2026-01-15,Damaged
T20250134359,P0022,2025-03-03,Customer Changed Mind
T20260028166,P0008,2026-12-31,Customer Changed Mind
T20250127360,P0413,2026-10-11,Wrong Item
T20250074378,P0372,2025-09-13,Wrong Item
T20260056835,P0164,2025-11-14,Customer Changed Mind
T20250051978,P0301,2026-09-02,Damaged
T20260114119,P0467,2025-05-24,Wrong Item
T20250079382,P0302,2025-06-25,Wrong Item
T20260081236,P0492,2026-05-04,Customer Changed Mind
T20250094862,P0001,2025-04-19,Damaged
T20250019025,P0346,2026-09-13,Wrong Item
T20260080375,P0352,2025-01-28,Wrong Item
T20250136629,P0330,2025-12-01,Damaged
T20250003065,P0040,2025-09-06,Damaged
T20260124620,P0356,2026-03-09,Damaged
T20250029922,P0325,2026-07-09,Customer Changed Mind
T20260041401,P0423,2026-03-28,Customer Changed Mind
T20250107384,P0301,2026-09-20,Wrong Item
T20250120461,P0386,2025-09-25,Customer Changed Mind
T20250130884,P0327,2025-03-03,Damaged
T20250142088,P0438,2026-07-11,Customer Changed Mind
T20260064705,P0099,2026-11-10,Wrong Item
T20250127841,P0214,2026-11-09,Customer Changed Mind
T20250147147,P0273,2025-02-17,Customer Changed Mind
T20250125754,P0278,2026-10-29,Wrong Item
T20250095026,P0406,2026-01-22,Wrong Item
T20250042883,P0064,2026-05-19,Customer Changed Mind
T20250018198,P0308,2025-03-19,Damaged
T20260082281,P0446,2025-02-18,Damaged
T20250116024,P0267,2026-11-28,Wrong Item
T20250123540,P0219,2025-12-21,Damaged
T20250127821,P0225,2025-03-16,Wrong Item
T20260042222,P0484,2026-10-20,Wrong Item
T20250091440,P0486,2025-03-12,Customer Changed Mind
T20250144466,P0107,2025-05-07,Customer Changed Mind
T20260047043,P0312,2026-08-31,Damaged
T20250007143,P0354,2026-10-10,Customer Changed Mind
T20250135770,P0391,2025-08-26,Wrong Item
T20260101793,P0249,2025-12-06,Wrong Item
T20250030965,P0323,2026-06-17,Customer Changed Mind
T20260069208,P0149,2026-04-20,Wrong Item
T20250021688,P0442,2026-08-19,Wrong Item
T20250004480,P0399,2026-04-02,Damaged
T20260058490,P0012,2025-03-28,Customer Changed Mind
T20260121556,P0161,2026-07-08,Customer Changed Mind
T20250074221,P0247,2026-04-03,Customer Changed Mind
T20250015319,P0044,2025-04-28,Customer Changed Mind
T20260010309,P0222,2026-11-17,Customer Changed Mind
T20260067988,P0187,2025-11-02,Customer Changed Mind
T20260008418,P0072,2026-02-25,Damaged
T20250075673,P0151,2026-05-17,Wrong Item
T20260108302,P0082,2025-01-24,Customer Changed Mind
T20260049840,P0424,2025-10-13,Damaged
T20250114685,P0410,2025-04-26,Damaged
T20260050986,P0180,2025-10-16,Customer Changed Mind
T20250133287,P0318,2026-12-30,Wrong Item
T20250010994,P0151,2026-11-08,Wrong Item
T20260134456,P0334,2026-02-10,Wrong Item
T20260006645,P0248,2026-02-01,Damaged
T20250062295,P0075,2025-12-22,Wrong Item
T20250046864,P0391,2026-03-27,Damaged
T20260146574,P0218,2026-02-10,Customer Changed Mind
T20260019506,P0208,2026-02-01,Damaged
T20250097146,P0306,2026-08-04,Wrong Item
T20250052241,P0029,2026-04-23,Customer Changed Mind
T20260010137,P0373,2025-01-19,Customer Changed Mind
T20250019396,P0386,2026-01-01,Wrong Item
T20250097427,P0110,2026-10-21,Wrong Item
T20250001831,P0114,2025-01-20,Damaged
T20250023973,P0328,2025-10-28,Wrong Item
T20260009133,P0132,2025-01-29,Damaged
T20260049017,P0416,2025-02-02,Customer Changed Mind
T20260067792,P0109,2025-12-05,Customer Changed Mind
T20260068862,P0266,2025-11-11,Damaged
T20260012835,P0325,2026-12-15,Damaged
T20250110728,P0195,2026-05-22,Wrong Item
T20260010886,P0092,2025-06-07,Damaged
T20250117346,P0191,2025-09-13,Customer Changed Mind
T20250101236,P0218,2025-07-14,Customer Changed Mind
T20260140381,P0048,2025-11-08,Wrong Item
T20250101598,P0391,2025-01-29,Wrong Item
T20250002141,P0318,2026-08-06,Wrong Item
T20250111285,P0088,2025-08-03,Wrong Item
T20260143434,P0016,2026-12-29,Wrong Item
T20250016406,P0181,2026-06-16,Damaged
T20260055533,P0227,2026-04-30,Wrong Item
T20250030482,P0234,2025-05-17,Customer Changed Mind
T20250022387,P0171,2026-07-11,Damaged
T20260076016,P0224,2025-10-14,Wrong Item
T20250010079,P0259,2025-09-26,Wrong Item
T20250117521,P0088,2026-09-28,Customer Changed Mind
T20250138222,P0123,2025-02-23,Damaged
T20260007960,P0428,2025-07-17,Wrong Item
T20250030645,P0475,2025-03-08,Damaged
T20250025243,P0254,2025-05-25,Damaged
T20260089416,P0362,2026-11-19,Damaged
T20260039257,P0146,2025-01-28,Wrong Item
T20250071523,P0472,2025-04-10,Damaged
T20260078722,P0078,2026-07-27,Customer Changed Mind
T20260108678,P0068,2025-12-14,Customer Changed Mind
T20250000256,P0099,2025-10-22,Customer Changed Mind
T20260147229,P0462,2026-08-28,Damaged
T20250036799,P0094,2026-01-15,Damaged
T20260090188,P0106,2026-05-02,Customer Changed Mind
T20260094938,P0345,2025-12-03,Wrong Item
T20260049972,P0395,2025-09-05,Damaged
T20250011208,P0420,2025-05-28,Wrong Item
T20250075534,P0006,2025-09-25,Damaged
T20250061560,P0112,2026-08-02,Customer Changed Mind
T20260012944,P0047,2026-05-14,Customer Changed Mind
T20250149478,P0058,2026-07-26,Damaged
T20250136586,P0080,2025-08-24,Customer Changed Mind
T20250126973,P0105,2026-11-20,Wrong Item
T20250068734,P0458,2026-06-13,Wrong Item
T20260053067,P0193,2025-01-17,Damaged
T20250011751,P0471,2025-02-07,Wrong Item
T20260069548,P0154,2026-04-26,Damaged
T20260146442,P0160,2025-04-25,Wrong Item
T20250120695,P0049,2025-09-04,Damaged
T20260139286,P0492,2026-12-29,Wrong Item
T20250071874,P0113,2025-01-09,Damaged
T20250084809,P0289,2025-12-26,Customer Changed Mind
T20260085779,P0221,2025-03-22,Wrong Item
T20250108706,P0359,2025-05-10,Wrong Item
T20260140287,P0221,2025-08-22,Damaged
T20260047355,P0168,2025-04-06,Customer Changed Mind
T20260077417,P0157,2025-07-31,Damaged
T20260149371,P0138,2026-04-20,Wrong Item
T20250002148,P0435,2025-03-09,Customer Changed Mind
T20260106341,P0484,2026-11-26,Damaged
T20250046670,P0434,2025-04-08,Damaged
T20260062095,P0223,2026-08-14,Customer Changed Mind
T20250026093,P0065,2026-03-14,Damaged
T20250012743,P0319,2026-10-12,Damaged
T20250091202,P0369,2025-07-07,Wrong Item
T20260063604,P0377,2026-04-20,Damaged
T20250002031,P0485,2026-05-24,Wrong Item
T20250036747,P0102,2026-06-12,Customer Changed Mind
T20260032044,P0292,2025-12-31,Wrong Item
T20250067109,P0405,2025-10-28,Wrong Item
T20260021942,P0265,2025-09-17,Damaged
T20250013903,P0050,2025-01-11,Customer Changed Mind
T20250074946,P0488,2025-04-16,Damaged
T20260038879,P0444,2026-04-11,Damaged
T20250097437,P0342,2026-06-13,Damaged
T20250014651,P0039,2025-05-06,Wrong Item
T20250048498,P0496,2026-04-22,Wrong Item
T20250046110,P0125,2026-01-30,Damaged
T20250046097,P0479,2026-10-08,Customer Changed Mind
T20260140506,P0105,2025-11-15,Wrong Item
T20250138847,P0014,2025-03-19,Damaged
T20250077141,P0383,2025-05-02,Wrong Item
T20260142109,P0132,2025-02-26,Customer Changed Mind
T20250095973,P0382,2025-07-05,Damaged
T20250108438,P0306,2025-05-18,Customer Changed Mind
T20260098783,P0003,2026-01-22,Wrong Item
